path_id,source_id,destination_id,width
2242,15,21,1
2244,11,16,1
2248,15,19,1
2260,4,6,1
2290,7,8,1
2320,6,8,1
2330,17,22,1
2336,15,16,1
2342,12,17,1
2358,16,22,1
2370,13,16,1
2388,16,23,1
2472,17,22,1
2478,15,16,1
2714,17,22,2
2970,17,22,1
2976,15,16,1
